razon_social,objeto_social,cif,forma_juridica,actividad,actividad_cnae,sector,estado_empresa,fecha_constitucion,fecha_ultimo_cambio,direccion,telefono,web,email,url
Garcia Y Correa Odontologos Asociados Sociedad Limitada.,"Objeto socialEl objeto de esta mercantil lo constituye la administracion y explotacion clinicas odontologicas, compra y venta de materiales odontologicos y la explotacion de toda actividad industrial relacionada con la odontologia y",CIFB98037419,Forma jurídicaSociedad limitada,Actividades odontológicas,Actividad CNAE8623 - Actividades odontológicas,SectorSanidad,Estado de la empresaCierre de hoja registral,Fecha de constitución5-6-2008,,"Calle cervantes, 50 - bj, picassent, 46220, valencia",,,,https://empresite.eleconomista.es/GARCIA-CORREA-ODONTOLOGOS-ASOCIADOS.html
Arturo Soto Sa,,,,,,,,,,"Poligono industrial, par 24 suzi-1, picassent, 46220, valencia",961272855,,info@arturosoto.es,https://empresite.eleconomista.es/ARTURO-SOTO.html
Grupo Entorno Documental Sau,Objeto socialCustodia de documentación y gestión de recursos informáticos.,CIFA97185854,Forma jurídicaSociedad anónima,Actividades relacionadas,Actividad CNAE6203 - Gestión de recursos informáticos,SectorComunicaciones,Estado de la empresaViva,Fecha de constitución1-10-2002,Fecha último cambio14-9-2025,"Calle 6 (poligono industrial picassent), 35, picassent, 46220, valencia",963421890,,gedsa@gedsa.es,https://empresite.eleconomista.es/GRUPO-ENTORNO-DOCUMENTAL.html
Marmobel Mobiliario Sa,Objeto socialFabricacion y comercializacion de muebles de todo tipo de materiales.,CIFA96020383,Forma jurídicaSociedad anónima,Actividades relacionadas,Actividad CNAE3109 - Fabricación de otros muebles,SectorIndustria,Estado de la empresaViva,Fecha de constitución21-5-1992,Fecha último cambio21-12-2025,"Calle 5 (poligono industrial picassent), bl. c 5, picassent, 46220, valencia",,,info@marmobel.com,https://empresite.eleconomista.es/MARMOBEL-MOBILIARIO.html
Sociedad Anonima Explotaciones Agricolas Serrano,,CIFA46016861,Forma jurídicaSociedad anónima,Actividades agrarias.,Actividad CNAE0123 - Cultivo de cítricos,SectorAgricultura,Estado de la empresaViva,Fecha de constitución7-11-1961,Fecha último cambio14-9-2025,"Diseminado ninyerola, s/n, picassent, 46220, valencia",,,,https://empresite.eleconomista.es/EXPLOTACIONES-AGRICOLAS-SERRANO.html
Motherson Drsc Modules Spain Sa.,"Objeto socialTransformación de materias plásticas, (piezas para automoción).",CIFA46089702,Forma jurídicaSociedad anónima unipersonal,Actividades relacionadas,Actividad CNAE2229 - Fabricación de otros productos de plástico,SectorIndustria,Estado de la empresaViva,Fecha de constitución17-12-1973,Fecha último cambio24-11-2024,"Poligono industrial picassent, calle 3 parcela h12/14, picassent, 46220, valencia",961221307,,carlos.revert@motherson.com,https://empresite.eleconomista.es/DR-FRANZ-SCHNEIDER.html
Construcciones Picasent Sa,"Objeto socialConstruccion, promocion o explotacion en regimen de arrendamiento no financiero y venta de toda clase de locales y viviendas, sean libre o de proteccion oficial",CIFA46078689,Forma jurídicaSociedad anónima,Actividades relacionadas,Actividad CNAE4121 - Construcción de edificios residenciales,SectorConstrucción y actividades inmobiliarias,Estado de la empresaViva,Fecha de constitución29-4-1975,Fecha último cambio29-6-2025,"Calle 9 d'octubre, 11 - bj iz, picassent, 46220, valencia",,,,https://empresite.eleconomista.es/CONSTRUCCIONES-PICASENT.html
Gazechim Composites Iberica Sa,Objeto socialDistribución al por mayor de fibra de vidrio y resinas para composites.,CIFA79104360,Forma jurídicaSociedad anónima,Actividades relacionadas,Actividad CNAE4675 - Comercio al por mayor de productos químicos,SectorComercio,Estado de la empresaViva,Fecha de constitución3-4-1989,Fecha último cambio31-8-2025,"Poligono industrial, 2, picassent, 46220, valencia",961241032,,info@gazechim.es,https://empresite.eleconomista.es/FIBRAS-REFORZADAS.html
Maderas Y Chapas Alpisa Sociedad Anonima,Objeto socialComercio al por mayor de maderas chapadas y mobiliario de cocina.,CIFA46229126,Forma jurídicaSociedad anónima,"46.73. Compra-venta de materiales para la construcción. 41.21. Construcción de edificios residenciales. Otras actividades: Construcción de edificios no residenciales. Otros trabajos de construcción. Construcción de cubiertas y de estructuras de cerramiento. Aislamiento térmico,","Actividad CNAE4673 - Comercio al por mayor de madera, materiales de construcción y aparatos sanitarios",SectorComercio,Estado de la empresaViva,Fecha de constitución23-3-1984,Fecha último cambio30-11-2025,"Avenida principal, 5, picassent, 46220, valencia",961240211,,administracion@alpisa.com,https://empresite.eleconomista.es/MADERAS-CHAPAS-ALPISA.html
Inversiones Picassent Sa,"Objeto socialPromocion y construccion de fincas urbanas para su venta o explotacion enarrendamiento, la explotacion de fincas rusticas, su transformacion o puesta en regadio, el cultivo de fincas propias o ajenas.",CIFA46675138,Forma jurídicaSociedad anónima unipersonal,Actividades relacionadas,Actividad CNAE0150 - Producción agrícola combinada con la producción ganadera,SectorAgricultura,Estado de la empresaViva,Fecha de constitución5-4-1990,Fecha último cambio14-9-2025,"Calle major, 38, picassent, 46220, valencia",,,,https://empresite.eleconomista.es/INVERSIONES-PICASSENT.html
Broadview Materials Spain Sa.,,,,,,,,,,"Poligono industrial la coma, 9 - 10 y 11, picassent, 46220, valencia",961220703,,yolanda.sanchez@formica.com,https://empresite.eleconomista.es/FORMICA.html
Viokox Sau,Objeto socialFabricación y venta de productos de perfumería y cosmética.,CIFA46375697,Forma jurídicaSociedad anónima unipersonal,"20.42 Fabricación de perfumes y cosméticos. Otras actividades: 62.02 Actividades de consultoría informática, 68.20 Alquiler de bienes inmobiliarios por cuenta propia, 17.23 Fabricación de artículos de papelería, 56.29 Otros servicios de comidas, 15.12 Fabricación de artículos de",Actividad CNAE2042 - Fabricación de perfumes y cosméticos,SectorIndustria,Estado de la empresaViva,Fecha de constitución6-2-1987,Fecha último cambio7-12-2025,"Calle 5 (poligono industrial picassent), par 10, picassent, 46220, valencia",961513904,,viokox@viokox.com,https://empresite.eleconomista.es/VIOKOX.html
Inmobiliaria Zapial Sa,Objeto socialNegocio inmobiliario y la construccion en su mas amplio sentido,CIFA46912283,Forma jurídicaSociedad anónima,Actividades relacionadas,Actividad CNAE6810 - Compraventa de bienes inmobiliarios por cuenta propia,SectorConstrucción y actividades inmobiliarias,Estado de la empresaInactiva según nuestras fuentes,Fecha de constitución28-10-1991,Fecha último cambio24-8-2025,"Calle 14 (poligono industrial codonyers), s/n - par 805, picassent, 46220, valencia",,,,https://empresite.eleconomista.es/INMOBILIARIA-ZAPIAL.html
Alfa Lum España Sa,Objeto socialMontaje de estructuras metálicas,CIFA98285885,Forma jurídicaSociedad anónima,"ActividadComercio al por mayor de ferretería, fontanería y calefacción","Actividad CNAE4674 - Comercio al por mayor de ferretería, fontanería y calefacción",SectorComercio,Estado de la empresaInactiva según nuestras fuentes,Fecha de constitución2-11-2010,Fecha último cambio13-7-2025,"Poligono industrial, s/n - nav 16, picassent, 46220, valencia",961221580,,alfalum@alfalum.es,https://empresite.eleconomista.es/ALFA-LUM-ESPANA.html
Brumanco Sociedad Anonima.,"6920 (actividades de contabilidad, teneduría de libros, auditoria y asesoría. fiscal). las actividades integrantes del objeto social podrán ser desarrolladas por la sociedad total o p",CIFA56749948,Forma jurídicaSociedad anónima unipersonal,"Actividades de contabilidad, teneduría de libros, auditoría y asesoría fiscal. CNAE 69.20. Otras actividades de consultoría de gestión empresarial. CNAE 70.20. Servicios de intermediación para actividades inmobiliarias. CNAE 68.31 Otras actividades inmobiliarias por cuenta de terceros. CNAE 68.32. A","Actividad CNAE6920 - Actividades de contabilidad, teneduría de libros, auditoría y asesoría fiscal",SectorServicios empresariales,Estado de la empresaViva,Fecha de constitución15-1-2024,,"Calle colon, 83 - 2 2, picassent, 46220, valencia",832246220,,,https://empresite.eleconomista.es/BRUMANCO.html
Cultiser Sl,Objeto socialCultivo de otros árboles y arbustos frutales.,CIFB96830724,Forma jurídicaSociedad limitada,Actividades relacionadas,Actividad CNAE0125 - Cultivo de otros árboles y arbustos frutales y frutos secos,SectorAgricultura,Estado de la empresaViva,Fecha de constitución23-2-1999,Fecha último cambio18-5-2025,"Urbanizacion el pinar, s/n - pol 1 par 110, picassent, 46220, valencia",961558592,,comercial@cultiser.com,https://empresite.eleconomista.es/CULTISER.html
Consmago Sl,"Objeto socialLa construccion, promocion y venta o arrendamiento de locales y viviendas, asi como la reparacion y mantenimiento de los mismos.",CIFB96329875,Forma jurídicaSociedad limitada,"41.22 / Construcción de edificios no residenciales. Otras actividades: 43.39 / Otro acabado de edificios, 46.73 / Comercio al por mayor de madera, materiales de construcción y aparatos sanitarios, 43.99 / Otras actividades de construcción especializada, 42.99 / Construcción de o",Actividad CNAE4339 - Otras actividades de acabado de edificios,SectorConstrucción y actividades inmobiliarias,Estado de la empresaViva,Fecha de constitución30-9-1994,Fecha último cambio22-6-2025,"Calle nou, 64, picassent, 46220, valencia",961231379,,,https://empresite.eleconomista.es/CONSMAGO.html
Pinturas Ramon Sl,,CIFB96456892,Forma jurídicaSociedad limitada,- Pintura y acristalamiento (CNAE 43.34). Actividades secundarias: Revestimiento de suelos y paredes (CNAE 43.33); Otro acabado de edificio (CNAE 43.35),Actividad CNAE4334 - Pintura y acristalamiento,SectorConstrucción y actividades inmobiliarias,Estado de la empresaIncumplimiento de la obligación de depósito de cuentas,Fecha de constitución19-6-1996,,"Calle salvador giner, 41 - 1, picassent, 46220, valencia",961233863,,,https://empresite.eleconomista.es/PINTURAS-RAMON.html
Bolsa Plastic S L (en Liquidacion),,CIFB46283735,Forma jurídicaSociedad limitada,ActividadFabricación artículos acabados materias plásticas,Actividad CNAE2222 - Fabricación de envases y embalajes de plástico,SectorIndustria,Estado de la empresaDisolución,Fecha de constitución1-1-1985,,"Calle cami realon, 43, picassent, 46220, valencia",961853203,,,https://empresite.eleconomista.es/BOLSA-PLASTIC.html
,,,,,,,,,,,015100444012100001200019310067280101500000000011059130246500000000000000000000000000000001105913024650000000000000000000000002512700108112441030125525525511012915212552552551012915251111010000000000410050500000411025411025205416158210041615821007707701110000100180180125102525416158225999911112001235237235100124624624420012352372359001510612412552552554161537575411102525164425537575411025615161921416812144182121281281281212966004040282811132161670050060050011741761747001107109107900147474750012551518280010119140042484747472404248000000000000950114090022220047000081988000185100161676730301280009004007001107109107100006666700124410306403757681250350350000010251236150061524666151500128128128102410050050000410000001214470012800010251231255255255768,,,https://empresite.eleconomista.es/XUSEMA-INVER.html
Bar San Jose S.l.,"Objeto socialEl desarrollo de actividades de hosteleria, cafeteria, bar, restaurante, pension y hostal.",CIFB96380605,Forma jurídicaSociedad limitada,ACTIVIDADES RELACIONADAS CON LA HOSTELERIA Y RESTAURACION Y COMERCIO AL POR MENOR,Actividad CNAE5630 - Establecimientos de bebidas,SectorHostelería,Estado de la empresaCierre de hoja registral,Fecha de constitución20-4-1995,,"Calle morella, 2 - b, picassent, 46220, valencia",961432412,,,https://empresite.eleconomista.es/BAR-SAN-JOSE-VALENCIA.html
Avensport Turisme Actiu I D'aventura Sociedad Limitada,"a) la dedicación a escuelas y servicios de perfeccionamiento del deporte, iniciación a todos los deportes de aventura, gestión de programas educativos, deportivos y culturales para jóvenes, así como la gestión de instalaciones juveniles y servicios a la juventud en gene.",CIFB96835244,Forma jurídicaSociedad limitada,Actividades de los centros deportivos,Actividad CNAE9311 - Gestión de instalaciones deportivas,SectorOtros servicios,Estado de la empresaViva,Fecha de constitución18-3-1999,Fecha último cambio17-8-2025,"Calle raimon, 2 - piso b, picassent, 46220, valencia",963969219,,avensport@avensport.com,https://empresite.eleconomista.es/AVENSPORT-TURISME-ACTIU-I-AVENTURA.html
Inmobiliaria Rosaleny Sl,"Objeto socialLa sociedad tiene por objeto la compraventa, arrendamiento no financiero y explotacion de toda clase de fincas, rusticas o urbanas la urbanizacion, parcelacion, construccion, promocion y rehabilitacion, por cuenta propia",CIFB96993639,Forma jurídicaSociedad limitada,Actividades relacionadas,"Actividad CNAE6499 - Otros servicios financieros, excepto seguros y fondos de pensiones n.c.o.p.",SectorIntermediación financiera,Estado de la empresaIlocalizable,Fecha de constitución4-7-2000,Fecha último cambio17-8-2025,"Avenida nord, 27, picassent, 46220, valencia",,,martireynal@comesasociados-tax-advisors.eu,https://empresite.eleconomista.es/INMOBILIARIA-ROSALENY.html
Hidrosteam Sl,"Objeto socialComercializacion, instalacion y servicios de ingenieria y maquinaria relacionados con el medio ambiente.",CIFB97107379,Forma jurídicaSociedad limitada,"43.29 Otras instalaciones en obras de construcción. Otras actividades: 43.21 Instalaciones eléctricas. Si alguna de las actividades elegidas fuera de carácter profesional, la sociedad la ejercerá como mera intermediadora entre el profesional prestador del servicio y el consumido",Actividad CNAE4329 - Otras instalaciones en obras de construcción,SectorConstrucción y actividades inmobiliarias,Estado de la empresaViva,Fecha de constitución5-7-2001,Fecha último cambio17-8-2025,"Calle morella, 9, picassent, 46220, valencia",961241922,,,https://empresite.eleconomista.es/HIDROSTEAM.html
Muebles Opalo Sociedad Limitada.,Objeto socialLa fabricacion y comercializacion de muebles en general y articulos de decoracion,CIFB97329072,Forma jurídicaSociedad limitada,Actividades relacionadas,Actividad CNAE3109 - Fabricación de otros muebles,SectorIndustria,Estado de la empresaCierre de hoja registral,Fecha de constitución22-8-2003,,"Calle primer desmont, picassent, 46220, valencia",,,,https://empresite.eleconomista.es/MUEBLES-OPALO.html
